url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode,Van points,Van Abstraction,Van Parallelism,Van Logic,Van Synchronization,Van Flow control,Van User interactivity,Van Data representation,tot_blocks
,284556021.sb3,29,1/4,4/4,4/4,4/4,4/4,3/4,4/4,1/4,4/4,0,0,0,1,None,Default,19,1/3,3/3,3/3,3/3,3/3,3/3,3/3,283
,282426425.sb3,28,4/4,4/4,0/4,4/4,3/4,1/4,4/4,4/4,4/4,0,0,0,0,None,Default,16,3/3,3/3,0/3,3/3,3/3,1/3,3/3,282
,282319298.sb3,26,4/4,3/4,4/4,1/4,4/4,2/4,4/4,2/4,2/4,0,2,1,1,None,Default,18,3/3,3/3,3/3,1/3,3/3,2/3,3/3,88
,249215905.sb3,19,1/4,4/4,1/4,3/4,1/4,2/4,1/4,3/4,3/4,7,0,9,0,None,Default,12,1/3,3/3,1/3,3/3,1/3,2/3,1/3,455
,287926946.sb3,10,1/4,2/4,0/4,2/4,2/4,2/4,1/4,0/4,0/4,0,0,4,1,None,Default,10,1/3,2/3,0/3,2/3,2/3,2/3,1/3,20
,294377461.sb3,19,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,0,0,10,1,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,312
,290434310.sb3,10,1/4,1/4,0/4,0/4,2/4,2/4,1/4,1/4,2/4,0,1,2,1,None,Default,7,1/3,1/3,0/3,0/3,2/3,2/3,1/3,25
,309878550.sb3,16,1/4,4/4,0/4,4/4,2/4,1/4,4/4,0/4,0/4,0,1,9,1,None,Default,13,1/3,3/3,0/3,3/3,2/3,1/3,3/3,383
,281811375.sb3,23,2/4,3/4,3/4,2/4,2/4,2/4,4/4,2/4,3/4,5,18,4,1,None,Default,17,2/3,3/3,3/3,2/3,2/3,2/3,3/3,157
,276965147.sb3,9,1/4,1/4,0/4,3/4,2/4,1/4,1/4,0/4,0/4,0,0,0,0,None,Default,9,1/3,1/3,0/3,3/3,2/3,1/3,1/3,89
,201698914.sb3,14,1/4,2/4,0/4,2/4,2/4,2/4,1/4,1/4,3/4,0,4,2,1,None,Default,10,1/3,2/3,0/3,2/3,2/3,2/3,1/3,69
,280087304.sb3,13,1/4,1/4,0/4,2/4,2/4,2/4,1/4,1/4,3/4,0,0,2,0,None,Default,9,1/3,1/3,0/3,2/3,2/3,2/3,1/3,43
,298077997.sb3,21,1/4,4/4,4/4,3/4,2/4,2/4,4/4,0/4,1/4,0,2,1,0,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,92
,281494240.sb3,31,4/4,4/4,4/4,3/4,4/4,3/4,4/4,1/4,4/4,0,2,1,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,241
,279588547.sb3,23,1/4,3/4,4/4,2/4,2/4,2/4,4/4,1/4,4/4,0,7,1,1,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,417
,273465846.sb3,28,3/4,4/4,2/4,4/4,3/4,2/4,4/4,3/4,3/4,2,0,7,2,None,Default,19,3/3,3/3,2/3,3/3,3/3,2/3,3/3,167
,297478203.sb3,25,1/4,4/4,4/4,3/4,2/4,2/4,4/4,1/4,4/4,0,11,5,21,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,164
,288807308.sb3,13,1/4,1/4,1/4,2/4,2/4,2/4,1/4,0/4,3/4,0,0,3,1,None,Default,10,1/3,1/3,1/3,2/3,2/3,2/3,1/3,43
,297855942.sb3,34,4/4,4/4,4/4,4/4,4/4,3/4,4/4,3/4,4/4,0,7,1,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,296
,294459330.sb3,28,1/4,4/4,4/4,3/4,2/4,2/4,4/4,4/4,4/4,0,9,2,0,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,272
,290692091.sb3,33,4/4,4/4,4/4,4/4,3/4,2/4,4/4,4/4,4/4,0,0,0,2,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,261
,271064353.sb3,28,3/4,4/4,4/4,3/4,3/4,2/4,4/4,1/4,4/4,0,0,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,419
,287649760.sb3,26,4/4,4/4,2/4,4/4,4/4,1/4,4/4,0/4,3/4,0,6,0,1,None,Default,18,3/3,3/3,2/3,3/3,3/3,1/3,3/3,200
,283676271.sb3,25,2/4,4/4,2/4,2/4,4/4,2/4,4/4,1/4,4/4,2,0,20,1,None,Default,17,2/3,3/3,2/3,2/3,3/3,2/3,3/3,341
,312303216.sb3,29,4/4,3/4,3/4,3/4,3/4,2/4,4/4,4/4,3/4,0,1,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,173
,268592138.sb3,23,1/4,1/4,4/4,3/4,4/4,2/4,4/4,0/4,4/4,0,0,0,1,None,Default,16,1/3,1/3,3/3,3/3,3/3,2/3,3/3,132
,286333967.sb3,27,4/4,3/4,4/4,2/4,3/4,2/4,4/4,2/4,3/4,0,3,2,0,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,122
,281498533.sb3,30,4/4,4/4,1/4,4/4,2/4,3/4,4/4,4/4,4/4,4,0,11,0,None,Default,18,3/3,3/3,1/3,3/3,2/3,3/3,3/3,320
,287308246.sb3,34,4/4,4/4,4/4,4/4,3/4,3/4,4/4,4/4,4/4,0,3,5,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,347
,290821487.sb3,9,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,1/4,0,1,3,1,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,15
,294549610.sb3,26,4/4,4/4,3/4,2/4,4/4,2/4,4/4,0/4,3/4,6,0,0,1,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,251
,296995333.sb3,21,1/4,3/4,4/4,3/4,4/4,2/4,4/4,0/4,0/4,0,0,0,0,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,62
,299906779.sb3,25,4/4,4/4,3/4,3/4,3/4,1/4,4/4,0/4,3/4,0,0,4,2,None,Default,19,3/3,3/3,3/3,3/3,3/3,1/3,3/3,73
,291898689.sb3,11,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,0,0,0,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,37
,267839629.sb3,28,4/4,4/4,4/4,3/4,2/4,2/4,4/4,1/4,4/4,2,0,23,0,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,436
,307388424.sb3,29,3/4,3/4,4/4,4/4,4/4,2/4,4/4,4/4,1/4,0,2,1,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,322
,292750097.sb3,13,1/4,2/4,0/4,2/4,2/4,2/4,1/4,0/4,3/4,0,1,7,0,None,Default,10,1/3,2/3,0/3,2/3,2/3,2/3,1/3,61
,278406236.sb3,27,4/4,4/4,4/4,3/4,2/4,3/4,4/4,2/4,1/4,0,0,1,1,None,Default,20,3/3,3/3,3/3,3/3,2/3,3/3,3/3,117
,305267921.sb3,18,1/4,3/4,0/4,2/4,3/4,1/4,4/4,0/4,4/4,0,1,4,6,None,Default,13,1/3,3/3,0/3,2/3,3/3,1/3,3/3,269
,275977863.sb3,28,3/4,4/4,4/4,3/4,2/4,2/4,4/4,3/4,3/4,0,1,0,0,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,355
,285694010.sb3,25,2/4,4/4,0/4,4/4,4/4,1/4,4/4,2/4,4/4,0,5,4,42,None,Default,15,2/3,3/3,0/3,3/3,3/3,1/3,3/3,472
,306911684.sb3,7,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,0/4,0,0,0,1,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,26
,271037497.sb3,33,4/4,4/4,4/4,4/4,4/4,2/4,4/4,3/4,4/4,0,2,1,2,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,537
,284698849.sb3,17,1/4,4/4,0/4,4/4,2/4,2/4,1/4,0/4,3/4,2,1,0,1,None,Default,12,1/3,3/3,0/3,3/3,2/3,2/3,1/3,150
,271956681.sb3,10,1/4,2/4,0/4,1/4,2/4,2/4,1/4,0/4,1/4,2,0,3,1,None,Default,9,1/3,2/3,0/3,1/3,2/3,2/3,1/3,90
,289876995.sb3,29,3/4,4/4,4/4,4/4,4/4,1/4,4/4,2/4,3/4,0,0,0,2,None,Default,19,3/3,3/3,3/3,3/3,3/3,1/3,3/3,180
,297819198.sb3,15,1/4,3/4,0/4,3/4,2/4,2/4,1/4,0/4,3/4,0,1,1,0,None,Default,12,1/3,3/3,0/3,3/3,2/3,2/3,1/3,23
,252276166.sb3,19,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,0,2,4,0,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,216
,269155650.sb3,15,2/4,3/4,0/4,1/4,2/4,2/4,1/4,1/4,3/4,0,1,3,1,None,Default,11,2/3,3/3,0/3,1/3,2/3,2/3,1/3,87
,298527208.sb3,31,4/4,4/4,3/4,3/4,4/4,2/4,4/4,3/4,4/4,0,19,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,267
,291560727.sb3,16,1/4,1/4,1/4,0/4,4/4,2/4,4/4,0/4,3/4,0,0,0,4,None,Default,11,1/3,1/3,1/3,0/3,3/3,2/3,3/3,46
,294675815.sb3,23,1/4,2/4,4/4,3/4,2/4,2/4,4/4,1/4,4/4,0,0,2,20,None,Default,16,1/3,2/3,3/3,3/3,2/3,2/3,3/3,151
,294562737.sb3,27,1/4,3/4,4/4,3/4,3/4,3/4,4/4,2/4,4/4,0,0,0,0,None,Default,19,1/3,3/3,3/3,3/3,3/3,3/3,3/3,179
,276238806.sb3,26,3/4,1/4,4/4,2/4,4/4,2/4,4/4,2/4,4/4,0,9,0,22,None,Default,17,3/3,1/3,3/3,2/3,3/3,2/3,3/3,197
,266445087.sb3,17,1/4,4/4,0/4,4/4,2/4,1/4,1/4,0/4,4/4,2,7,0,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,395
,301901822.sb3,26,4/4,3/4,4/4,2/4,3/4,1/4,4/4,2/4,3/4,0,0,0,0,None,Default,18,3/3,3/3,3/3,2/3,3/3,1/3,3/3,97
,250732021.sb3,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,analyzing,Default,,,,,,,,,None
,304585556.sb3,23,3/4,4/4,3/4,3/4,3/4,2/4,4/4,0/4,1/4,0,0,8,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,132
,286183368.sb3,19,2/4,3/4,0/4,2/4,3/4,1/4,4/4,1/4,3/4,0,0,1,1,None,Default,14,2/3,3/3,0/3,2/3,3/3,1/3,3/3,40
,295000792.sb3,12,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,4/4,0,2,0,1,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,65
,154906969.sb3,32,4/4,3/4,4/4,2/4,4/4,4/4,4/4,3/4,4/4,0,0,0,0,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,137
,284059316.sb3,15,4/4,3/4,0/4,1/4,2/4,2/4,1/4,0/4,2/4,0,0,2,0,None,Default,12,3/3,3/3,0/3,1/3,2/3,2/3,1/3,44
,304022409.sb3,13,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,0,0,0,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,108
,282342647.sb3,28,1/4,4/4,4/4,3/4,4/4,2/4,4/4,2/4,4/4,0,0,0,15,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,457
,288331152.sb3,11,1/4,1/4,0/4,2/4,2/4,2/4,1/4,1/4,1/4,0,0,0,1,None,Default,9,1/3,1/3,0/3,2/3,2/3,2/3,1/3,23
,269036776.sb3,20,1/4,4/4,4/4,2/4,2/4,2/4,4/4,0/4,1/4,0,1,1,1,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,162
,254133058.sb3,8,1/4,1/4,0/4,1/4,2/4,2/4,1/4,0/4,0/4,0,0,2,2,None,Default,8,1/3,1/3,0/3,1/3,2/3,2/3,1/3,52
,288897947.sb3,11,1/4,1/4,0/4,2/4,1/4,1/4,1/4,0/4,4/4,0,0,2,1,None,Default,7,1/3,1/3,0/3,2/3,1/3,1/3,1/3,55
,278377937.sb3,9,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,2/4,0,6,0,3,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,42
,279229097.sb3,22,1/4,2/4,4/4,2/4,2/4,2/4,4/4,1/4,4/4,0,18,4,0,None,Default,15,1/3,2/3,3/3,2/3,2/3,2/3,3/3,282
,276676778.sb3,18,1/4,4/4,2/4,2/4,2/4,2/4,4/4,0/4,1/4,0,0,0,0,None,Default,15,1/3,3/3,2/3,2/3,2/3,2/3,3/3,146
,296132940.sb3,6,1/4,2/4,0/4,0/4,1/4,2/4,0/4,0/4,0/4,0,0,0,1,None,Default,6,1/3,2/3,0/3,0/3,1/3,2/3,0/3,26
,257504113.sb3,8,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,1/4,0,0,1,1,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,74
,279032345.sb3,17,2/4,3/4,0/4,2/4,2/4,1/4,1/4,4/4,2/4,0,0,0,1,None,Default,11,2/3,3/3,0/3,2/3,2/3,1/3,1/3,99
,284411283.sb3,17,1/4,1/4,1/4,1/4,4/4,2/4,4/4,0/4,3/4,0,3,0,1,None,Default,12,1/3,1/3,1/3,1/3,3/3,2/3,3/3,34
,303534807.sb3,28,1/4,4/4,3/4,2/4,4/4,2/4,4/4,4/4,4/4,0,1,0,1,None,Default,17,1/3,3/3,3/3,2/3,3/3,2/3,3/3,307
,292301358.sb3,20,3/4,0/4,3/4,0/4,4/4,1/4,4/4,2/4,3/4,0,1,0,1,None,Default,13,3/3,0/3,3/3,0/3,3/3,1/3,3/3,409
,282562275.sb3,19,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,0,1,2,5,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,334
,290713480.sb3,14,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,4/4,2,0,2,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,125
,301762032.sb3,29,4/4,4/4,4/4,2/4,4/4,2/4,4/4,1/4,4/4,4,25,2,1,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,178
,288869141.sb3,24,1/4,1/4,4/4,2/4,4/4,2/4,4/4,2/4,4/4,0,3,2,1,None,Default,15,1/3,1/3,3/3,2/3,3/3,2/3,3/3,189
,261094284.sb3,17,4/4,3/4,0/4,2/4,2/4,2/4,1/4,1/4,2/4,0,0,2,1,None,Default,13,3/3,3/3,0/3,2/3,2/3,2/3,1/3,45
,296663082.sb3,13,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,0,1,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,76
,281012123.sb3,18,1/4,4/4,1/4,2/4,2/4,1/4,4/4,0/4,3/4,0,11,10,2,None,Default,13,1/3,3/3,1/3,2/3,2/3,1/3,3/3,94
,273059858.sb3,24,4/4,3/4,4/4,0/4,2/4,2/4,4/4,2/4,3/4,0,0,0,1,None,Default,16,3/3,3/3,3/3,0/3,2/3,2/3,3/3,233
,291136847.sb3,18,4/4,3/4,1/4,1/4,4/4,1/4,1/4,0/4,3/4,0,9,2,47,None,Default,13,3/3,3/3,1/3,1/3,3/3,1/3,1/3,68
,301429614.sb3,32,4/4,3/4,4/4,4/4,3/4,4/4,4/4,2/4,4/4,0,3,9,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,314
,282102081.sb3,27,1/4,4/4,4/4,3/4,4/4,2/4,4/4,1/4,4/4,0,0,0,95,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,329
,289007101.sb3,31,4/4,4/4,4/4,4/4,2/4,2/4,4/4,3/4,4/4,0,11,1,1,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,255
,294703787.sb3,30,4/4,4/4,4/4,3/4,4/4,2/4,4/4,1/4,4/4,0,8,5,20,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,428
,301615851.sb3,21,1/4,4/4,0/4,4/4,4/4,1/4,1/4,4/4,2/4,0,6,4,5,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,328
,287385200.sb3,12,1/4,1/4,0/4,1/4,2/4,2/4,1/4,0/4,4/4,0,2,0,2,None,Default,8,1/3,1/3,0/3,1/3,2/3,2/3,1/3,37
,296204160.sb3,27,4/4,4/4,4/4,2/4,2/4,2/4,4/4,2/4,3/4,0,1,0,11,None,Default,18,3/3,3/3,3/3,2/3,2/3,2/3,3/3,442
,303840331.sb3,17,1/4,4/4,0/4,4/4,2/4,1/4,1/4,0/4,4/4,0,1,5,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,350
,303219316.sb3,28,3/4,3/4,4/4,4/4,2/4,2/4,4/4,2/4,4/4,0,0,0,1,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,114
,289726491.sb3,24,1/4,4/4,4/4,2/4,2/4,2/4,4/4,1/4,4/4,0,0,0,1,None,Default,16,1/3,3/3,3/3,2/3,2/3,2/3,3/3,276
,296535844.sb3,30,3/4,4/4,4/4,2/4,2/4,3/4,4/4,4/4,4/4,0,2,2,0,None,Default,19,3/3,3/3,3/3,2/3,2/3,3/3,3/3,270
,299049107.sb3,21,4/4,4/4,0/4,2/4,4/4,2/4,1/4,0/4,4/4,0,0,2,1,None,Default,14,3/3,3/3,0/3,2/3,3/3,2/3,1/3,94
,271016660.sb3,26,1/4,4/4,4/4,2/4,4/4,2/4,4/4,1/4,4/4,0,0,8,1,None,Default,17,1/3,3/3,3/3,2/3,3/3,2/3,3/3,212
,300736617.sb3,28,4/4,4/4,2/4,2/4,3/4,1/4,4/4,4/4,4/4,0,0,0,2,None,Default,17,3/3,3/3,2/3,2/3,3/3,1/3,3/3,276
,273362884.sb3,7,1/4,1/4,0/4,0/4,1/4,1/4,2/4,0/4,1/4,0,1,2,1,None,Default,6,1/3,1/3,0/3,0/3,1/3,1/3,2/3,5
,276274629.sb3,10,1/4,1/4,0/4,1/4,2/4,2/4,1/4,1/4,1/4,0,0,1,1,None,Default,8,1/3,1/3,0/3,1/3,2/3,2/3,1/3,22
,291583682.sb3,19,2/4,3/4,1/4,2/4,2/4,2/4,4/4,0/4,3/4,0,0,7,1,None,Default,15,2/3,3/3,1/3,2/3,2/3,2/3,3/3,36
,290725840.sb3,25,4/4,3/4,4/4,1/4,2/4,1/4,4/4,2/4,4/4,0,1,0,1,None,Default,16,3/3,3/3,3/3,1/3,2/3,1/3,3/3,105
,267001545.sb3,16,1/4,1/4,4/4,1/4,2/4,2/4,4/4,0/4,1/4,0,12,3,1,None,Default,13,1/3,1/3,3/3,1/3,2/3,2/3,3/3,264
,300627083.sb3,12,1/4,4/4,0/4,3/4,2/4,1/4,1/4,0/4,0/4,0,0,2,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,62
,281203286.sb3,9,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,0,0,1,0,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,46
,306900340.sb3,10,1/4,1/4,1/4,1/4,2/4,2/4,1/4,1/4,0/4,0,3,0,51,None,Default,9,1/3,1/3,1/3,1/3,2/3,2/3,1/3,36
,291902693.sb3,31,2/4,4/4,4/4,3/4,4/4,3/4,4/4,3/4,4/4,2,33,11,0,None,Default,20,2/3,3/3,3/3,3/3,3/3,3/3,3/3,412
,270101470.sb3,19,4/4,3/4,1/4,1/4,2/4,2/4,4/4,0/4,2/4,2,0,1,0,None,Default,15,3/3,3/3,1/3,1/3,2/3,2/3,3/3,31
,297109659.sb3,26,4/4,3/4,4/4,1/4,4/4,1/4,4/4,1/4,4/4,0,0,3,1,None,Default,17,3/3,3/3,3/3,1/3,3/3,1/3,3/3,207
,308108176.sb3,28,2/4,4/4,1/4,4/4,4/4,1/4,4/4,4/4,4/4,2,10,3,0,None,Default,16,2/3,3/3,1/3,3/3,3/3,1/3,3/3,465
,278056041.sb3,24,3/4,4/4,4/4,4/4,2/4,2/4,4/4,0/4,1/4,0,0,0,1,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,222
,270335763.sb3,9,1/4,1/4,0/4,1/4,2/4,2/4,1/4,0/4,1/4,0,0,0,1,None,Default,8,1/3,1/3,0/3,1/3,2/3,2/3,1/3,16
,277238825.sb3,15,1/4,3/4,0/4,4/4,2/4,1/4,1/4,0/4,3/4,4,0,3,1,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,216
,278745109.sb3,15,2/4,3/4,0/4,2/4,2/4,2/4,1/4,0/4,3/4,0,1,5,1,None,Default,12,2/3,3/3,0/3,2/3,2/3,2/3,1/3,42
,279343751.sb3,28,4/4,4/4,3/4,2/4,3/4,3/4,4/4,2/4,3/4,0,5,3,1,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,353
,263712304.sb3,14,3/4,1/4,1/4,0/4,2/4,1/4,4/4,2/4,0/4,0,0,1,0,None,Default,11,3/3,1/3,1/3,0/3,2/3,1/3,3/3,52
,303993514.sb3,16,4/4,3/4,0/4,2/4,2/4,2/4,1/4,0/4,2/4,0,1,2,0,None,Default,13,3/3,3/3,0/3,2/3,2/3,2/3,1/3,40
,280840900.sb3,13,2/4,3/4,0/4,1/4,2/4,1/4,1/4,0/4,3/4,0,0,0,1,None,Default,10,2/3,3/3,0/3,1/3,2/3,1/3,1/3,38
,272040483.sb3,29,1/4,4/4,4/4,4/4,3/4,3/4,4/4,2/4,4/4,0,5,7,16,None,Default,19,1/3,3/3,3/3,3/3,3/3,3/3,3/3,469
,281465320.sb3,23,1/4,1/4,4/4,3/4,2/4,2/4,4/4,2/4,4/4,0,0,3,11,None,Default,15,1/3,1/3,3/3,3/3,2/3,2/3,3/3,204
,301120234.sb3,15,1/4,1/4,0/4,2/4,4/4,1/4,2/4,1/4,3/4,0,0,0,1,None,Default,10,1/3,1/3,0/3,2/3,3/3,1/3,2/3,63
,273318205.sb3,28,3/4,3/4,4/4,4/4,2/4,2/4,4/4,2/4,4/4,6,5,1,1,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,424
,286608065.sb3,33,3/4,4/4,4/4,3/4,4/4,3/4,4/4,4/4,4/4,0,10,0,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,401
,285862261.sb3,26,1/4,4/4,4/4,4/4,4/4,2/4,4/4,0/4,3/4,0,0,1,0,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,241
,277562896.sb3,19,1/4,4/4,2/4,2/4,4/4,2/4,1/4,0/4,3/4,0,1,10,2,None,Default,14,1/3,3/3,2/3,2/3,3/3,2/3,1/3,232
,277485195.sb3,13,1/4,4/4,0/4,2/4,2/4,2/4,1/4,0/4,1/4,0,0,0,0,None,Default,11,1/3,3/3,0/3,2/3,2/3,2/3,1/3,181
,303851157.sb3,20,2/4,3/4,0/4,4/4,4/4,2/4,1/4,0/4,4/4,2,0,0,1,None,Default,14,2/3,3/3,0/3,3/3,3/3,2/3,1/3,246
,289210433.sb3,13,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,0,0,0,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,105
,271402511.sb3,9,1/4,2/4,0/4,1/4,2/4,2/4,1/4,0/4,0/4,0,0,17,1,None,Default,9,1/3,2/3,0/3,1/3,2/3,2/3,1/3,83
,277248433.sb3,20,4/4,4/4,0/4,2/4,4/4,1/4,1/4,1/4,3/4,0,4,7,4,None,Default,13,3/3,3/3,0/3,2/3,3/3,1/3,1/3,259
,284019853.sb3,33,4/4,4/4,4/4,4/4,3/4,2/4,4/4,4/4,4/4,2,3,0,2,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,373
,292310230.sb3,32,4/4,4/4,4/4,4/4,3/4,3/4,4/4,2/4,4/4,0,0,4,9,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,507
,269405668.sb3,28,3/4,0/4,4/4,2/4,4/4,3/4,4/4,4/4,4/4,0,0,0,1,None,Default,17,3/3,0/3,3/3,2/3,3/3,3/3,3/3,388
,302139124.sb3,19,3/4,1/4,1/4,0/4,4/4,2/4,2/4,2/4,4/4,0,1,0,1,None,Default,12,3/3,1/3,1/3,0/3,3/3,2/3,2/3,73
,274383095.sb3,30,4/4,4/4,2/4,4/4,3/4,1/4,4/4,4/4,4/4,0,1,0,3,None,Default,18,3/3,3/3,2/3,3/3,3/3,1/3,3/3,343
,298236303.sb3,14,1/4,1/4,0/4,2/4,3/4,1/4,4/4,1/4,1/4,0,2,1,1,None,Default,11,1/3,1/3,0/3,2/3,3/3,1/3,3/3,76
,291337613.sb3,24,1/4,2/4,4/4,3/4,4/4,2/4,4/4,0/4,4/4,0,2,6,1,None,Default,17,1/3,2/3,3/3,3/3,3/3,2/3,3/3,189
,287282144.sb3,14,1/4,1/4,0/4,2/4,4/4,1/4,1/4,0/4,4/4,0,0,0,3,None,Default,9,1/3,1/3,0/3,2/3,3/3,1/3,1/3,53
,265094732.sb3,25,1/4,4/4,4/4,3/4,2/4,2/4,4/4,1/4,4/4,0,2,0,11,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,175
,272965985.sb3,19,1/4,1/4,4/4,1/4,4/4,1/4,4/4,1/4,2/4,0,0,0,1,None,Default,13,1/3,1/3,3/3,1/3,3/3,1/3,3/3,482
,290225545.sb3,27,2/4,3/4,4/4,1/4,4/4,3/4,4/4,2/4,4/4,0,1,2,4,None,Default,18,2/3,3/3,3/3,1/3,3/3,3/3,3/3,171
,277212104.sb3,8,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,0/4,0,0,0,0,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,19
,269570884.sb3,21,1/4,1/4,4/4,2/4,2/4,2/4,4/4,1/4,4/4,0,0,0,0,None,Default,14,1/3,1/3,3/3,2/3,2/3,2/3,3/3,167
,304647367.sb3,9,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,1/4,0,9,0,1,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,90
,288628903.sb3,28,3/4,3/4,4/4,3/4,4/4,2/4,4/4,1/4,4/4,0,11,1,2,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,185
,270005246.sb3,19,1/4,4/4,1/4,2/4,3/4,3/4,4/4,1/4,0/4,0,0,1,1,None,Default,16,1/3,3/3,1/3,2/3,3/3,3/3,3/3,29
,292807380.sb3,8,1/4,1/4,0/4,2/4,1/4,1/4,1/4,0/4,1/4,0,1,2,2,None,Default,7,1/3,1/3,0/3,2/3,1/3,1/3,1/3,80
,272436819.sb3,11,1/4,0/4,0/4,2/4,4/4,2/4,1/4,0/4,1/4,0,0,1,1,None,Default,9,1/3,0/3,0/3,2/3,3/3,2/3,1/3,39
