url,filename,points,Abstraction,Parallelism,Logic,Synchronization,Flow control,User interactivity,Data representation,Math operators,Motion operators,DuplicateScripts,DeadCode,SpriteNaming,BackdropNaming,Error,dashboard_mode,Van points,Van Abstraction,Van Parallelism,Van Logic,Van Synchronization,Van Flow control,Van User interactivity,Van Data representation,tot_blocks
,281200687.sb3,11,1/4,1/4,0/4,1/4,1/4,2/4,2/4,3/4,0/4,0,0,0,1,None,Default,8,1/3,1/3,0/3,1/3,1/3,2/3,2/3,82
,285169398.sb3,25,2/4,4/4,3/4,4/4,3/4,2/4,4/4,0/4,3/4,2,17,3,0,None,Default,19,2/3,3/3,3/3,3/3,3/3,2/3,3/3,191
,210617727.sb3,21,3/4,4/4,1/4,3/4,4/4,2/4,1/4,0/4,3/4,2,20,0,1,None,Default,16,3/3,3/3,1/3,3/3,3/3,2/3,1/3,589
,300775443.sb3,6,1/4,1/4,0/4,1/4,1/4,1/4,1/4,0/4,0/4,0,3,0,4,None,Default,6,1/3,1/3,0/3,1/3,1/3,1/3,1/3,0
,281566996.sb3,25,1/4,4/4,4/4,2/4,4/4,3/4,4/4,0/4,3/4,6,9,0,0,None,Default,18,1/3,3/3,3/3,2/3,3/3,3/3,3/3,294
,276977782.sb3,14,1/4,1/4,2/4,1/4,4/4,2/4,1/4,0/4,2/4,0,0,2,0,None,Default,11,1/3,1/3,2/3,1/3,3/3,2/3,1/3,44
,252467000.sb3,23,4/4,3/4,4/4,3/4,2/4,2/4,4/4,0/4,1/4,0,0,2,1,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,112
,294424169.sb3,27,4/4,4/4,3/4,3/4,4/4,2/4,4/4,0/4,3/4,2,4,0,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,344
,285975963.sb3,9,1/4,1/4,0/4,3/4,1/4,1/4,1/4,0/4,1/4,0,0,0,1,None,Default,8,1/3,1/3,0/3,3/3,1/3,1/3,1/3,28
,272755389.sb3,34,4/4,4/4,4/4,3/4,4/4,3/4,4/4,4/4,4/4,0,19,6,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,513
,292612305.sb3,11,1/4,1/4,0/4,2/4,4/4,1/4,1/4,0/4,1/4,0,0,0,1,None,Default,9,1/3,1/3,0/3,2/3,3/3,1/3,1/3,76
,304044474.sb3,12,1/4,3/4,0/4,4/4,2/4,1/4,1/4,0/4,0/4,2,1,4,5,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,265
,273321977.sb3,11,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,5,5,0,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,68
,280501641.sb3,24,1/4,3/4,0/4,4/4,3/4,1/4,4/4,4/4,4/4,0,0,0,0,None,Default,14,1/3,3/3,0/3,3/3,3/3,1/3,3/3,111
,288535896.sb3,32,4/4,4/4,3/4,4/4,4/4,1/4,4/4,4/4,4/4,0,0,0,5,None,Default,19,3/3,3/3,3/3,3/3,3/3,1/3,3/3,348
,302353396.sb3,19,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,2,0,0,0,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,341
,299049703.sb3,15,1/4,4/4,0/4,2/4,4/4,2/4,2/4,0/4,0/4,0,17,10,11,None,Default,13,1/3,3/3,0/3,2/3,3/3,2/3,2/3,326
,308768001.sb3,10,1/4,1/4,0/4,1/4,2/4,1/4,2/4,1/4,1/4,0,1,1,1,None,Default,8,1/3,1/3,0/3,1/3,2/3,1/3,2/3,44
,290817554.sb3,33,4/4,4/4,4/4,4/4,4/4,3/4,4/4,3/4,3/4,11,3,0,0,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,428
,275994870.sb3,28,1/4,4/4,4/4,3/4,4/4,2/4,4/4,2/4,4/4,0,0,0,0,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,387
,291911263.sb3,29,3/4,4/4,4/4,3/4,3/4,2/4,4/4,2/4,4/4,0,0,0,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,266
,272813164.sb3,28,4/4,4/4,1/4,2/4,4/4,1/4,4/4,4/4,4/4,0,0,2,1,None,Default,16,3/3,3/3,1/3,2/3,3/3,1/3,3/3,484
,269068466.sb3,15,2/4,3/4,0/4,2/4,2/4,2/4,2/4,0/4,2/4,0,0,5,1,None,Default,13,2/3,3/3,0/3,2/3,2/3,2/3,2/3,85
,274506886.sb3,30,4/4,4/4,4/4,4/4,4/4,2/4,4/4,1/4,3/4,0,22,9,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,454
,283394516.sb3,11,1/4,1/4,0/4,2/4,1/4,1/4,1/4,0/4,4/4,0,0,1,1,None,Default,7,1/3,1/3,0/3,2/3,1/3,1/3,1/3,69
,304059782.sb3,10,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,3/4,0,0,1,0,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,17
,296528479.sb3,9,1/4,2/4,0/4,0/4,2/4,2/4,1/4,0/4,1/4,0,0,7,0,None,Default,8,1/3,2/3,0/3,0/3,2/3,2/3,1/3,29
,274398835.sb3,14,1/4,4/4,0/4,2/4,2/4,2/4,2/4,0/4,1/4,0,0,0,4,None,Default,12,1/3,3/3,0/3,2/3,2/3,2/3,2/3,132
,264703516.sb3,22,2/4,4/4,1/4,3/4,3/4,2/4,4/4,0/4,3/4,2,0,0,0,None,Default,17,2/3,3/3,1/3,3/3,3/3,2/3,3/3,164
,293435395.sb3,33,4/4,4/4,4/4,3/4,4/4,3/4,4/4,4/4,3/4,0,4,2,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,309
,302456774.sb3,30,4/4,4/4,4/4,3/4,4/4,3/4,4/4,0/4,4/4,0,0,1,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,179
,287618150.sb3,23,3/4,1/4,3/4,3/4,4/4,2/4,4/4,0/4,3/4,0,0,1,0,None,Default,18,3/3,1/3,3/3,3/3,3/3,2/3,3/3,101
,266905987.sb3,8,1/4,1/4,0/4,0/4,2/4,1/4,1/4,1/4,1/4,0,0,1,1,None,Default,6,1/3,1/3,0/3,0/3,2/3,1/3,1/3,39
,269298334.sb3,14,1/4,4/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,2,0,2,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,22
,273425442.sb3,24,4/4,4/4,0/4,3/4,4/4,1/4,1/4,3/4,4/4,0,2,14,0,None,Default,14,3/3,3/3,0/3,3/3,3/3,1/3,1/3,296
,277749657.sb3,28,4/4,4/4,4/4,4/4,2/4,2/4,4/4,1/4,3/4,0,2,20,0,None,Default,19,3/3,3/3,3/3,3/3,2/3,2/3,3/3,307
,293618335.sb3,19,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,4/4,2,0,0,1,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,169
,282418070.sb3,24,2/4,3/4,3/4,2/4,2/4,2/4,4/4,3/4,3/4,0,36,8,14,None,Default,17,2/3,3/3,3/3,2/3,2/3,2/3,3/3,286
,293790113.sb3,17,2/4,4/4,1/4,2/4,2/4,1/4,1/4,0/4,4/4,0,0,0,0,None,Default,12,2/3,3/3,1/3,2/3,2/3,1/3,1/3,207
,307967363.sb3,10,1/4,1/4,0/4,2/4,2/4,2/4,1/4,1/4,0/4,0,0,0,3,None,Default,9,1/3,1/3,0/3,2/3,2/3,2/3,1/3,38
,297830847.sb3,16,4/4,3/4,0/4,1/4,2/4,2/4,1/4,0/4,3/4,0,0,2,15,None,Default,12,3/3,3/3,0/3,1/3,2/3,2/3,1/3,38
,303528228.sb3,15,1/4,1/4,1/4,2/4,4/4,1/4,4/4,0/4,1/4,0,1,0,1,None,Default,12,1/3,1/3,1/3,2/3,3/3,1/3,3/3,70
,302432237.sb3,14,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,4/4,0,0,1,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,96
,280909143.sb3,8,1/4,1/4,0/4,0/4,2/4,1/4,1/4,1/4,1/4,0,0,5,1,None,Default,6,1/3,1/3,0/3,0/3,2/3,1/3,1/3,44
,275320781.sb3,11,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,0,4,2,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,24
,278734616.sb3,25,1/4,4/4,3/4,3/4,3/4,2/4,4/4,1/4,4/4,0,0,5,1,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,185
,247831732.sb3,20,2/4,3/4,3/4,3/4,2/4,2/4,4/4,0/4,1/4,0,6,0,1,None,Default,18,2/3,3/3,3/3,3/3,2/3,2/3,3/3,60
,291552650.sb3,8,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,1/4,0,0,1,1,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,50
,283065785.sb3,22,1/4,3/4,3/4,3/4,2/4,2/4,4/4,0/4,4/4,0,2,1,1,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,396
,219118786.sb3,24,4/4,4/4,2/4,2/4,2/4,3/4,4/4,0/4,3/4,0,0,0,5,None,Default,18,3/3,3/3,2/3,2/3,2/3,3/3,3/3,451
,295173615.sb3,8,1/4,1/4,0/4,2/4,1/4,1/4,1/4,0/4,1/4,2,0,0,1,None,Default,7,1/3,1/3,0/3,2/3,1/3,1/3,1/3,31
,312821265.sb3,22,1/4,3/4,0/4,2/4,4/4,1/4,4/4,4/4,3/4,0,4,4,1,None,Default,13,1/3,3/3,0/3,2/3,3/3,1/3,3/3,101
,300468460.sb3,26,4/4,4/4,1/4,2/4,2/4,2/4,4/4,4/4,3/4,0,1,2,2,None,Default,16,3/3,3/3,1/3,2/3,2/3,2/3,3/3,191
,264905501.sb3,15,4/4,3/4,0/4,0/4,2/4,2/4,1/4,1/4,2/4,2,0,0,0,None,Default,11,3/3,3/3,0/3,0/3,2/3,2/3,1/3,59
,268624147.sb3,11,1/4,1/4,0/4,1/4,4/4,1/4,2/4,1/4,0/4,0,1,1,2,None,Default,9,1/3,1/3,0/3,1/3,3/3,1/3,2/3,37
,303663050.sb3,13,1/4,4/4,0/4,2/4,1/4,1/4,1/4,0/4,3/4,0,12,0,1,None,Default,9,1/3,3/3,0/3,2/3,1/3,1/3,1/3,137
,308411246.sb3,16,2/4,3/4,0/4,1/4,2/4,1/4,2/4,2/4,3/4,0,0,1,16,None,Default,11,2/3,3/3,0/3,1/3,2/3,1/3,2/3,70
,313066265.sb3,21,1/4,2/4,0/4,2/4,4/4,2/4,2/4,4/4,4/4,0,1,2,1,None,Default,12,1/3,2/3,0/3,2/3,3/3,2/3,2/3,74
,297270921.sb3,23,3/4,3/4,1/4,4/4,4/4,1/4,4/4,1/4,2/4,0,1,2,1,None,Default,17,3/3,3/3,1/3,3/3,3/3,1/3,3/3,75
,286087946.sb3,21,1/4,1/4,4/4,3/4,4/4,2/4,4/4,1/4,1/4,0,1,0,0,None,Default,16,1/3,1/3,3/3,3/3,3/3,2/3,3/3,36
,273450769.sb3,14,2/4,3/4,0/4,0/4,2/4,2/4,1/4,1/4,3/4,2,0,0,0,None,Default,10,2/3,3/3,0/3,0/3,2/3,2/3,1/3,24
,304560233.sb3,17,4/4,3/4,0/4,1/4,3/4,1/4,4/4,0/4,1/4,0,0,3,1,None,Default,14,3/3,3/3,0/3,1/3,3/3,1/3,3/3,35
,288948492.sb3,29,3/4,3/4,4/4,3/4,3/4,2/4,4/4,3/4,4/4,2,6,2,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,252
,289409677.sb3,23,3/4,4/4,0/4,4/4,3/4,1/4,4/4,1/4,3/4,0,12,10,1,None,Default,16,3/3,3/3,0/3,3/3,3/3,1/3,3/3,447
,301312261.sb3,34,4/4,4/4,4/4,4/4,4/4,3/4,4/4,3/4,4/4,0,0,0,3,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,512
,277532735.sb3,13,1/4,4/4,0/4,3/4,2/4,1/4,1/4,0/4,1/4,0,0,4,9,None,Default,11,1/3,3/3,0/3,3/3,2/3,1/3,1/3,63
,300990807.sb3,29,3/4,4/4,4/4,4/4,4/4,2/4,4/4,2/4,2/4,0,13,0,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,318
,278857789.sb3,26,4/4,4/4,1/4,2/4,4/4,1/4,4/4,2/4,4/4,0,2,0,2,None,Default,16,3/3,3/3,1/3,2/3,3/3,1/3,3/3,451
,294540579.sb3,29,4/4,4/4,4/4,3/4,3/4,2/4,4/4,1/4,4/4,0,0,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,170
,279597383.sb3,24,1/4,1/4,4/4,3/4,3/4,2/4,4/4,2/4,4/4,0,1,0,20,None,Default,16,1/3,1/3,3/3,3/3,3/3,2/3,3/3,191
,262319438.sb3,31,4/4,3/4,4/4,3/4,4/4,3/4,4/4,2/4,4/4,0,31,1,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,417
,263703656.sb3,12,1/4,3/4,0/4,2/4,2/4,2/4,1/4,0/4,1/4,0,0,1,2,None,Default,11,1/3,3/3,0/3,2/3,2/3,2/3,1/3,13
,290834485.sb3,14,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,4/4,0,3,0,1,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,80
,288949875.sb3,19,1/4,1/4,4/4,0/4,4/4,2/4,4/4,2/4,1/4,0,7,16,1,None,Default,13,1/3,1/3,3/3,0/3,3/3,2/3,3/3,156
,262544748.sb3,26,1/4,4/4,4/4,3/4,2/4,2/4,4/4,2/4,4/4,0,3,0,9,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,106
,281208928.sb3,13,2/4,3/4,0/4,0/4,2/4,2/4,1/4,0/4,3/4,0,0,25,1,None,Default,10,2/3,3/3,0/3,0/3,2/3,2/3,1/3,128
,281162421.sb3,32,4/4,3/4,4/4,2/4,4/4,3/4,4/4,4/4,4/4,0,2,0,1,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,256
,269017088.sb3,18,1/4,2/4,4/4,0/4,2/4,2/4,4/4,0/4,3/4,0,1,0,0,None,Default,13,1/3,2/3,3/3,0/3,2/3,2/3,3/3,19
,297495028.sb3,18,1/4,4/4,0/4,4/4,4/4,1/4,1/4,0/4,3/4,0,0,14,1,None,Default,12,1/3,3/3,0/3,3/3,3/3,1/3,1/3,313
,290913053.sb3,18,1/4,1/4,3/4,1/4,4/4,2/4,4/4,1/4,1/4,2,0,0,1,None,Default,14,1/3,1/3,3/3,1/3,3/3,2/3,3/3,56
,295249064.sb3,30,4/4,4/4,4/4,3/4,4/4,2/4,4/4,1/4,4/4,8,3,0,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,340
,282111754.sb3,33,4/4,4/4,4/4,4/4,4/4,2/4,4/4,4/4,3/4,0,21,10,2,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,547
,279073917.sb3,12,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,4/4,0,0,2,1,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,67
,313245826.sb3,25,1/4,4/4,4/4,3/4,2/4,3/4,4/4,3/4,1/4,2,10,0,0,None,Default,18,1/3,3/3,3/3,3/3,2/3,3/3,3/3,335
,292583426.sb3,11,3/4,1/4,0/4,0/4,2/4,2/4,1/4,1/4,1/4,0,0,3,0,None,Default,9,3/3,1/3,0/3,0/3,2/3,2/3,1/3,26
,262982423.sb3,31,4/4,4/4,4/4,2/4,4/4,2/4,4/4,3/4,4/4,2,39,0,1,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,411
,290667886.sb3,8,1/4,1/4,0/4,0/4,2/4,1/4,1/4,1/4,1/4,0,0,0,1,None,Default,6,1/3,1/3,0/3,0/3,2/3,1/3,1/3,44
,254475178.sb3,16,1/4,1/4,2/4,2/4,2/4,2/4,4/4,1/4,1/4,0,0,0,1,None,Default,13,1/3,1/3,2/3,2/3,2/3,2/3,3/3,363
,304029940.sb3,11,1/4,3/4,0/4,3/4,1/4,2/4,1/4,0/4,0/4,0,0,0,4,None,Default,11,1/3,3/3,0/3,3/3,1/3,2/3,1/3,18
,287313686.sb3,18,1/4,4/4,0/4,2/4,3/4,1/4,4/4,0/4,3/4,0,0,0,1,None,Default,13,1/3,3/3,0/3,2/3,3/3,1/3,3/3,81
,282837341.sb3,16,2/4,3/4,0/4,1/4,4/4,1/4,1/4,1/4,3/4,0,6,12,1,None,Default,11,2/3,3/3,0/3,1/3,3/3,1/3,1/3,227
,278802163.sb3,22,1/4,1/4,4/4,2/4,4/4,2/4,4/4,0/4,4/4,0,0,0,5,None,Default,15,1/3,1/3,3/3,2/3,3/3,2/3,3/3,141
,281241314.sb3,31,4/4,4/4,4/4,4/4,2/4,3/4,4/4,2/4,4/4,0,0,1,12,None,Default,20,3/3,3/3,3/3,3/3,2/3,3/3,3/3,267
,280948607.sb3,9,1/4,1/4,0/4,0/4,2/4,2/4,1/4,1/4,1/4,0,4,4,1,None,Default,7,1/3,1/3,0/3,0/3,2/3,2/3,1/3,41
,267853372.sb3,27,4/4,3/4,3/4,2/4,2/4,2/4,4/4,3/4,4/4,0,21,9,2,None,Default,18,3/3,3/3,3/3,2/3,2/3,2/3,3/3,274
,283875509.sb3,11,1/4,1/4,0/4,0/4,2/4,2/4,1/4,1/4,3/4,0,1,1,1,None,Default,7,1/3,1/3,0/3,0/3,2/3,2/3,1/3,18
,293323895.sb3,21,1/4,4/4,0/4,4/4,4/4,2/4,2/4,0/4,4/4,0,1,0,1,None,Default,14,1/3,3/3,0/3,3/3,3/3,2/3,2/3,121
,302336736.sb3,24,3/4,4/4,2/4,4/4,2/4,1/4,4/4,1/4,3/4,5,2,0,0,None,Default,17,3/3,3/3,2/3,3/3,2/3,1/3,3/3,398
,293115143.sb3,21,1/4,4/4,0/4,4/4,4/4,1/4,4/4,0/4,3/4,0,2,5,12,None,Default,14,1/3,3/3,0/3,3/3,3/3,1/3,3/3,265
,278405145.sb3,19,1/4,1/4,3/4,3/4,4/4,2/4,4/4,0/4,1/4,0,0,0,0,None,Default,16,1/3,1/3,3/3,3/3,3/3,2/3,3/3,43
,302459722.sb3,16,2/4,4/4,0/4,2/4,2/4,2/4,1/4,0/4,3/4,0,0,6,1,None,Default,12,2/3,3/3,0/3,2/3,2/3,2/3,1/3,47
,298727681.sb3,12,1/4,1/4,0/4,2/4,2/4,1/4,2/4,0/4,3/4,0,1,0,1,None,Default,9,1/3,1/3,0/3,2/3,2/3,1/3,2/3,61
,294434903.sb3,26,2/4,4/4,4/4,3/4,2/4,2/4,4/4,1/4,4/4,0,0,3,14,None,Default,18,2/3,3/3,3/3,3/3,2/3,2/3,3/3,116
,288018616.sb3,27,3/4,3/4,3/4,4/4,4/4,1/4,4/4,2/4,3/4,0,8,2,3,None,Default,19,3/3,3/3,3/3,3/3,3/3,1/3,3/3,192
,287517260.sb3,34,4/4,4/4,4/4,4/4,4/4,2/4,4/4,4/4,4/4,2,11,0,15,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,421
,290901900.sb3,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,Error,analyzing,Default,,,,,,,,,None
,268036941.sb3,35,4/4,4/4,4/4,4/4,4/4,3/4,4/4,4/4,4/4,0,0,0,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,490
,300653394.sb3,15,1/4,4/4,0/4,2/4,3/4,2/4,1/4,1/4,1/4,0,0,0,1,None,Default,12,1/3,3/3,0/3,2/3,3/3,2/3,1/3,70
,291395301.sb3,28,1/4,4/4,4/4,4/4,4/4,3/4,4/4,0/4,4/4,2,1,10,4,None,Default,19,1/3,3/3,3/3,3/3,3/3,3/3,3/3,366
,290078917.sb3,12,1/4,2/4,1/4,0/4,2/4,2/4,4/4,0/4,0/4,0,0,1,1,None,Default,11,1/3,2/3,1/3,0/3,2/3,2/3,3/3,54
,252397648.sb3,15,2/4,3/4,0/4,1/4,2/4,2/4,1/4,1/4,3/4,2,0,0,3,None,Default,11,2/3,3/3,0/3,1/3,2/3,2/3,1/3,51
,298600327.sb3,15,3/4,1/4,0/4,3/4,2/4,1/4,1/4,0/4,4/4,0,0,0,0,None,Default,11,3/3,1/3,0/3,3/3,2/3,1/3,1/3,61
,263414224.sb3,30,4/4,3/4,4/4,2/4,4/4,2/4,4/4,3/4,4/4,0,0,1,1,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,159
,282343467.sb3,15,2/4,3/4,0/4,2/4,2/4,2/4,1/4,0/4,3/4,0,0,6,0,None,Default,12,2/3,3/3,0/3,2/3,2/3,2/3,1/3,81
,277487962.sb3,29,4/4,3/4,4/4,2/4,3/4,1/4,4/4,4/4,4/4,0,3,0,0,None,Default,18,3/3,3/3,3/3,2/3,3/3,1/3,3/3,415
,275740864.sb3,28,3/4,3/4,4/4,2/4,3/4,3/4,4/4,2/4,4/4,0,1,0,1,None,Default,20,3/3,3/3,3/3,2/3,3/3,3/3,3/3,282
,292639280.sb3,20,1/4,4/4,3/4,4/4,2/4,2/4,4/4,0/4,0/4,0,0,0,7,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,104
,277217581.sb3,28,3/4,3/4,4/4,3/4,3/4,3/4,4/4,1/4,4/4,0,2,0,2,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,160
,280791147.sb3,25,1/4,1/4,4/4,2/4,4/4,2/4,4/4,3/4,4/4,0,2,1,7,None,Default,15,1/3,1/3,3/3,2/3,3/3,2/3,3/3,140
,303868623.sb3,11,1/4,1/4,0/4,2/4,4/4,1/4,1/4,0/4,1/4,0,0,3,1,None,Default,9,1/3,1/3,0/3,2/3,3/3,1/3,1/3,52
,294691026.sb3,32,3/4,4/4,4/4,4/4,3/4,2/4,4/4,4/4,4/4,0,3,0,0,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,180
,275987449.sb3,17,1/4,4/4,1/4,3/4,1/4,2/4,4/4,0/4,1/4,0,4,0,0,None,Default,14,1/3,3/3,1/3,3/3,1/3,2/3,3/3,49
,292449845.sb3,29,3/4,4/4,4/4,3/4,4/4,2/4,4/4,1/4,4/4,0,12,1,1,None,Default,20,3/3,3/3,3/3,3/3,3/3,2/3,3/3,285
,296972078.sb3,24,1/4,3/4,4/4,2/4,4/4,2/4,4/4,1/4,3/4,0,0,4,1,None,Default,17,1/3,3/3,3/3,2/3,3/3,2/3,3/3,152
,267386531.sb3,7,1/4,2/4,0/4,0/4,2/4,2/4,0/4,0/4,0/4,0,0,0,4,None,Default,7,1/3,2/3,0/3,0/3,2/3,2/3,0/3,100
,273967294.sb3,15,4/4,3/4,0/4,0/4,2/4,2/4,2/4,0/4,2/4,0,0,1,2,None,Default,12,3/3,3/3,0/3,0/3,2/3,2/3,2/3,24
,282622146.sb3,21,1/4,3/4,0/4,4/4,3/4,1/4,2/4,4/4,3/4,0,0,2,3,None,Default,13,1/3,3/3,0/3,3/3,3/3,1/3,2/3,143
,286971304.sb3,25,1/4,4/4,3/4,4/4,4/4,2/4,4/4,0/4,3/4,0,3,20,16,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,307
,278349509.sb3,9,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,0,0,2,1,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,45
,303143537.sb3,8,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,1/4,0,2,0,1,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,46
,288778355.sb3,25,1/4,3/4,4/4,3/4,2/4,2/4,4/4,2/4,4/4,0,2,0,1,None,Default,17,1/3,3/3,3/3,3/3,2/3,2/3,3/3,193
,289884946.sb3,8,1/4,1/4,0/4,1/4,2/4,2/4,1/4,0/4,0/4,0,0,1,0,None,Default,8,1/3,1/3,0/3,1/3,2/3,2/3,1/3,11
,306005592.sb3,27,4/4,3/4,2/4,2/4,3/4,1/4,4/4,4/4,4/4,0,0,0,1,None,Default,17,3/3,3/3,2/3,2/3,3/3,1/3,3/3,199
,259414917.sb3,22,1/4,4/4,4/4,2/4,1/4,2/4,4/4,3/4,1/4,0,0,0,1,None,Default,15,1/3,3/3,3/3,2/3,1/3,2/3,3/3,379
,278548333.sb3,7,1/4,1/4,0/4,1/4,2/4,1/4,1/4,0/4,0/4,0,1,1,1,None,Default,7,1/3,1/3,0/3,1/3,2/3,1/3,1/3,13
,298355048.sb3,26,3/4,3/4,4/4,2/4,2/4,2/4,4/4,2/4,4/4,0,1,5,1,None,Default,18,3/3,3/3,3/3,2/3,2/3,2/3,3/3,141
,273343061.sb3,22,4/4,3/4,4/4,2/4,3/4,1/4,4/4,0/4,1/4,0,0,2,1,None,Default,18,3/3,3/3,3/3,2/3,3/3,1/3,3/3,117
,298113930.sb3,13,1/4,3/4,0/4,2/4,2/4,1/4,1/4,0/4,3/4,0,0,0,0,None,Default,10,1/3,3/3,0/3,2/3,2/3,1/3,1/3,30
,289347562.sb3,28,3/4,4/4,4/4,2/4,4/4,2/4,4/4,1/4,4/4,3,1,0,2,None,Default,19,3/3,3/3,3/3,2/3,3/3,2/3,3/3,528
,273722947.sb3,9,1/4,1/4,0/4,2/4,2/4,1/4,1/4,0/4,1/4,0,0,0,1,None,Default,8,1/3,1/3,0/3,2/3,2/3,1/3,1/3,30
,292670125.sb3,9,1/4,1/4,0/4,0/4,2/4,1/4,1/4,0/4,3/4,0,1,0,1,None,Default,6,1/3,1/3,0/3,0/3,2/3,1/3,1/3,13
,268353109.sb3,33,4/4,4/4,4/4,4/4,4/4,3/4,4/4,2/4,4/4,0,0,1,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,438
,288232795.sb3,13,1/4,2/4,0/4,1/4,2/4,2/4,1/4,0/4,4/4,0,0,0,0,None,Default,9,1/3,2/3,0/3,1/3,2/3,2/3,1/3,100
,238822419.sb3,12,1/4,1/4,0/4,4/4,2/4,1/4,1/4,1/4,1/4,0,0,2,1,None,Default,9,1/3,1/3,0/3,3/3,2/3,1/3,1/3,178
,282838563.sb3,11,1/4,1/4,0/4,2/4,1/4,1/4,1/4,0/4,4/4,0,0,1,1,None,Default,7,1/3,1/3,0/3,2/3,1/3,1/3,1/3,54
,286981293.sb3,31,4/4,4/4,4/4,3/4,4/4,3/4,4/4,2/4,3/4,0,7,0,1,None,Default,21,3/3,3/3,3/3,3/3,3/3,3/3,3/3,398
,297721880.sb3,21,1/4,1/4,4/4,2/4,2/4,1/4,3/4,3/4,4/4,0,0,0,1,None,Default,13,1/3,1/3,3/3,2/3,2/3,1/3,3/3,116
,292364973.sb3,28,4/4,4/4,1/4,4/4,2/4,1/4,4/4,4/4,4/4,2,6,0,0,None,Default,16,3/3,3/3,1/3,3/3,2/3,1/3,3/3,394
,279060036.sb3,10,1/4,1/4,0/4,3/4,2/4,2/4,1/4,0/4,0/4,0,0,1,1,None,Default,10,1/3,1/3,0/3,3/3,2/3,2/3,1/3,6
,261213676.sb3,28,1/4,4/4,4/4,4/4,4/4,2/4,4/4,1/4,4/4,2,10,9,3,None,Default,18,1/3,3/3,3/3,3/3,3/3,2/3,3/3,427
